-0.15625791,-0.0033101377,-0.027424492,-0.03698501,0.22264905,-0.070835836,0.091925226,-0.11223129,0.15371156,0.4384547,-0.31328368,0.0676467,-0.045463294,-0.068533905,0.33106872,-0.008801956,-0.022779852
0.009764976,-3.813344e-06,0.09378833,0.041629095,0.07250185,-1.5005722,0.030392444,0.002119415,-0.8359182,-1.5527143,-1.275894,-1.6488838,0.038534835,0.13344082,0.04451497,-0.90002406,-1.3578566
0.023568109,-3.0030835e-06,0.62343615,-0.92672694,0.5852525,0.12418839,0.004340271,0.022809876,0.8785253,0.15598544,0.6144176,0.09737373,-0.03592532,0.7195652,-0.9824953,0.89139056,0.49625757
0.046432797,-9.454848e-06,0.22229625,0.40925407,-0.06639748,0.086037844,0.03168532,0.13402332,0.28145638,-0.011257762,-0.21715711,0.1557197,0.059402347,0.2467956,0.26583517,0.30508453,-0.34766495
-0.1326869,4.135396e-06,0.08150474,0.1616552,0.5619533,0.17823021,0.029896982,-0.009442078,0.3093673,0.064775795,0.07391419,0.013485014,0.049262833,0.053130418,0.035523742,0.14396136,-0.20649903
0.28445533,-0.29639062,0.052879073,-0.24755226,-0.24551699,0.0794677,0.0016139371,-0.16700321,-0.20122889,0.0036749078,0.28856853,0.097281344,0.07558203,0.12414603,0.016373651,-0.08499189,0.19720028
-0.4271915,-0.0027224314,0.17601699,0.23298354,0.021796547,0.036026817,-0.20736918,0.023030594,-0.08927663,0.10109561,0.13040945,-0.04626907,-0.15693355,0.10509819,-0.17931238,0.22052781,-0.10716213
-0.055301376,0.08887784,-0.30211645,-0.020423936,-0.010504677,0.004036124,-0.0104328105,-0.08057297,-0.1373749,-0.14599134,0.38411322,0.38218284,-0.3072081,0.23158479,0.33890495,-0.105824076,-0.14349325
0.012650727,-7.6951574e-07,0.08720399,-0.06926526,0.50306404,0.38101342,0.054266315,0.055580962,-0.17424618,0.22282715,0.50125283,0.021799028,0.11960953,0.06063587,-0.07747464,-0.3499799,0.47230425
-0.29583645,-8.532386e-06,0.16322276,0.18986493,0.0061803246,0.35847467,0.3489835,0.2111376,0.10601222,0.3266642,0.31678754,0.21710002,0.24160454,0.14111345,0.024313984,-0.06871401,-0.21735384
