-0.02465233,-0.1495947,0.15131584,-0.3088428,0.19617587,-0.2207301,-0.04941491,0.1294447,-0.1414355,0.18685704,-0.01501843,-0.055405635,-0.21896227,0.0123784095,-0.054232057,-0.08334733,-0.2751086,-0.07058121,0.041309945,0.09798548,0.057355687,0.17802653,-0.09783166,-0.26451498,-0.0729264,-0.20385747,0.1551904,0.23843908,-0.029027468,0.2155551,-0.2584041,0.2510015,0.21079698,-0.0662971,0.15738669,0.028976833,-0.22562012,-0.05102933,0.1190634,-0.1732869,0.02117747,-0.013354224,-0.50942266,0.14138427,0.029209515,-0.009823668,0.037189923,-0.01409356,0.119846165,0.11915482
-0.12334459,0.17437452,0.14111,-0.07243528,0.06178958,-0.06007359,-0.14563914,0.22894844,-0.21635167,0.1485246,-0.033064563,-0.1190764,-0.07043455,0.014078542,0.0060246014,-0.0019279021,-0.14111233,-0.18526,0.012967722,-0.06297017,0.17438105,-0.12171678,-0.30309212,-0.10653473,-0.005530224,-0.051221866,-0.1548832,-0.10661146,-0.130425,0.09696214,0.23616038,-0.25194407,-0.06447458,0.080305696,-0.26090467,0.036432702,0.17054747,0.019055907,0.22073656,0.09660971,-0.23288108,0.17246956,0.18046737,-0.1265381,0.07807447,-0.01828654,-0.15311234,-0.056512613,-0.06383451,0.2396147
0.0414073,-0.05850695,-0.026909577,-0.13044159,0.20332319,-0.07184162,0.012529509,-0.35354218,-0.15644768,-0.10060006,-0.31520414,-0.29930663,0.24214347,-0.054003797,0.4441434,0.12478306,-0.20968325,-0.16660342,0.05472738,0.114829235,0.09106138,0.004860479,-0.20663267,0.49089545,0.15599994,0.18390861,-0.20082155,-0.29167074,-0.07478728,0.13851678,0.02417648,-0.07833222,-4.213737e-05,-0.16148399,0.0935591,0.01592944,0.2709087,-0.12116269,-0.05972974,0.006320482,-0.0473796,-0.089054644,0.05316498,0.26439604,-0.3191051,-0.2362498,0.06324526,0.032138918,0.16152537,0.13109432
0.22469765,0.10063622,0.26528338,0.27325174,-0.22605397,-0.062704444,-0.096612945,-0.03579186,-0.014623946,0.21889514,0.24993972,0.09475234,0.16243273,-0.10878594,0.08760858,-0.30347613,-0.021759268,-0.083713874,-0.0038127287,0.024212653,-0.1448791,0.036520835,-0.05986066,0.11941096,0.15713573,-0.20946784,-0.09609837,-0.03433023,0.28240144,-0.22507262,0.057320554,-0.049873836,-0.23172964,0.12180033,-0.04353866,-0.31528643,0.13182892,-0.095456965,-0.004240311,0.07833537,0.098697595,0.0974301,-0.14810659,-0.19395772,-0.2601282,0.11191917,-0.13581295,0.106534764,-0.16044773,-0.07210214
0.11373193,0.10689265,0.24741252,-0.05887725,0.120892875,-0.12459826,-0.026418947,-0.11103884,0.11369857,-0.17050453,-0.05213025,-0.015207529,0.11862554,-0.17675273,-0.15275055,0.15079832,0.17049938,0.13319284,0.09875052,0.1269018,-0.22720928,0.17959893,0.15343633,-0.20250966,-0.09787422,0.07373159,-0.31487095,0.08320025,-0.023784349,0.14295955,0.20825273,0.13814944,0.28648108,0.20984478,-0.20919116,-0.04850327,-0.13680947,0.062422365,-0.0027153841,0.0737185,0.16615611,-0.3072189,0.124737255,0.3093258,0.03139589,-0.13116089,0.03189884,0.12249753,-0.042014003,-0.0686838
-0.06978261,-0.19030626,-0.09662973,0.10642375,-0.12782098,-0.00244041,-0.09341879,-0.05187598,-0.028331842,-0.05430359,0.26456425,0.06547548,-0.0794543,-0.053464416,0.039447404,0.06990095,0.13924567,-0.078807704,-0.020971399,-0.14766845,-0.044920005,0.022902222,0.1301526,0.02883382,0.21089794,-0.19073299,-0.12173274,-0.028623048,0.1208989,0.061994754,-0.041579228,-0.103945486,0.29439288,-0.36996344,-0.19961695,-0.24215226,0.11529149,-0.027045202,-0.17998472,0.010332123,0.08206317,-0.17764802,0.12977242,0.27002317,0.07420192,-0.19565886,-0.13985157,0.040253967,0.2010084,0.1585812
0.18365884,-0.06797415,0.28620023,0.031897627,-0.25904572,-0.35312,-0.24492325,0.2024879,-0.0942921,0.043523774,0.23359442,0.45090204,-0.10791156,-0.23934457,0.17240204,0.007397486,0.7217197,-0.2238791,0.09286899,0.12192743,-0.21121031,-0.21054082,0.066263266,0.022993037,-0.10566822,0.06925055,-0.26517764,-0.25720638,-0.18619807,0.07961879,-0.07331485,0.02219271,-0.27939844,-0.037559398,-0.004080012,0.072177716,0.09784754,-0.14043689,0.004427782,-0.27043587,-0.10520081,0.0010837414,0.1469848,0.0020972043,-0.14694278,-0.25066292,-0.2977,0.0063459915,-0.08982982,-0.10359452
-0.1623303,0.06861845,-0.065750875,-0.23742093,0.049116198,-0.13830908,0.101594135,0.17009027,-0.26445195,-0.11028017,0.0033833259,-0.0068464037,0.042453006,-0.07339978,0.11889066,-0.29734617,-0.083171874,0.008045104,-0.022757541,0.07655569,0.04376437,-0.17495924,0.048273046,-0.17857137,0.04771532,-0.049682718,-0.02904401,-0.03592655,-0.18179068,-0.15807217,0.139252,0.018099476,0.07404811,-0.20720726,0.049312893,0.009580805,0.0024483043,-0.17124282,0.09561342,0.23563026,-0.0055509834,-0.0022758385,-0.2098881,-0.14409557,-0.00453224,-0.21323328,-0.27520734,-0.25255334,0.12588179,0.067101106
0.07290415,0.07073475,-0.15846136,-0.090874396,0.27245477,-0.035920963,0.07834586,0.0077123856,-0.17750508,-0.023355331,-0.29284635,0.056330074,-0.11628678,0.11605219,0.17217913,-0.19639356,-0.30560732,-0.13573074,-0.29749444,-0.03199973,-0.27751184,-0.08157254,0.06702774,0.16439547,-0.22994395,-0.23213214,0.10305393,-0.20096318,0.06756921,-0.25735724,-0.20408581,-0.26027983,0.09253469,0.08539756,-0.171127,0.1616825,-0.08698588,0.15227647,-0.10843924,-0.34651548,0.076516256,-0.08117364,-0.11061455,0.064190224,0.19698408,-0.15158878,-0.11764991,-0.04075692,0.11833598,-0.13861898
-0.31986308,0.07450749,0.17016186,0.2376771,0.023473492,0.1115676,-0.047690127,0.11908764,-0.030269854,0.013079119,-0.042028703,-0.07597203,-0.24624325,0.16996104,-0.069857046,-0.040294454,-0.1723514,-0.006897662,-0.094802186,0.10214699,-0.03700401,0.015699364,-0.30319813,-0.18231317,0.1049707,0.14306448,0.14831094,-0.12436393,0.130729,-0.06069476,0.3051358,0.1902038,-0.11017319,-0.15626705,-0.03104985,0.016840104,0.23663999,0.090835266,-0.28868133,-0.10943961,0.023557639,-0.047450986,-0.18650922,0.19263816,0.15357111,0.17948377,-0.21686122,0.20345265,0.1637654,0.083484255
